iter	RMSE
413	30.48380761
414	30.4539579
415	30.42281472
416	30.38172872
417	30.32755311
418	30.31551532
419	30.27256812
420	30.24020007
421	30.1982926
422	30.17117849
423	30.14892077
424	30.11088768
425	30.06244602
426	30.0112341
427	29.97144122
428	29.94813896
429	29.90941603
430	29.87960271
431	29.84925157
432	29.82445646
433	29.79036643
434	29.75801053
435	29.70537246
436	29.65456513
437	29.63384197
438	29.6145522
439	29.57944152
440	29.5523161
441	29.52267217
442	29.48794247
443	29.4583943
444	29.43263422
445	29.39616358
446	29.35199048
447	29.31836625
448	29.28528714
449	29.2462488
450	29.21701722
451	29.19618524
452	29.17334604
453	29.13622993
454	29.09603085
455	29.04149032
456	29.00814844
457	28.98509014
458	28.94610983
459	28.91466046
460	28.88381018
461	28.84121547
462	28.81166161
463	28.77887619
464	28.74476642
465	28.72344407
466	28.69492591
467	28.66864766
468	28.63884782
469	28.60892673
470	28.58716702
471	28.56320359
472	28.53979078
473	28.51135323
474	28.49052772
475	28.45735244
476	28.42594567
477	28.38169517
478	28.34692865
479	28.32218118
480	28.3024003
481	28.26639195
482	28.22928672
483	28.19283835
484	28.17434394
485	28.13279883
486	28.10031377
487	28.06168238
488	28.03765371
489	28.00491796
490	27.98439918
491	27.95878311
492	27.93081222
493	27.90588321
494	27.86988041
495	27.84420022
496	27.78823287
497	27.73726664
498	27.71554354
499	27.69091022
500	27.66504731
501	27.63875005
502	27.61975589
503	27.58808208
504	27.55620514
505	27.5236934
506	27.49159988
507	27.4718893
508	27.43696011
509	27.41794593
510	27.38530703
511	27.35259634
512	27.31536518
513	27.28426325
514	27.27045877
515	27.24511245
516	27.21130456
517	27.1850412
518	27.15878164
519	27.14193316
520	27.11582223
521	27.0970359
522	27.0745459
523	27.04164476
524	27.00846477
525	26.98283375
526	26.9540804
527	26.926683
528	26.89714862
529	26.8751045
530	26.84390367
531	26.81678209
532	26.80105073
533	26.77107891
534	26.74991805
535	26.7281269
536	26.6830957
537	26.65943648
538	26.64416391
539	26.62932413
540	26.59877418
541	26.56350243
542	26.53430425
543	26.491247
544	26.46802338
545	26.44654587
546	26.4183579
547	26.39885732
548	26.37553987
549	26.355068
550	26.31494858
551	26.27065643
552	26.22049565
553	26.19348618
554	26.17132832
555	26.15388849
556	26.12741296
557	26.09892563
558	26.0797755
559	26.04698742
560	26.01775265
561	25.99230237
562	25.97604175
563	25.94704446
564	25.91011965
565	25.89129113
566	25.87613536
567	25.8572141
568	25.84309005
569	25.81941688
570	25.80365212
571	25.776021
572	25.74673524
573	25.71654465
574	25.69102752
575	25.65445201
576	25.6321509
577	25.60423994
578	25.57027831
579	25.55259287
580	25.53005367
581	25.49957559
582	25.46248126
583	25.44569226
584	25.4227976
585	25.40516606
586	25.38782175
587	25.35962921
588	25.33844674
589	25.30264916
590	25.27288733
591	25.25550529
592	25.23281216
593	25.197095
594	25.1643488
595	25.14444517
596	25.12008133
597	25.10120508
598	25.08209975
599	25.038625
600	25.01633658
601	25.00137377
602	24.97822781
603	24.94949303
604	24.91779184
605	24.90049076
606	24.87487087
607	24.86059345
608	24.82189988
609	24.79669134
610	24.77117612
611	24.73755045
612	24.71120363
613	24.69820403
614	24.6795622
615	24.65919361
616	24.64403874
617	24.62265455
618	24.60210445
619	24.57737897
620	24.55727247
621	24.53401963
622	24.50289488
623	24.47866303
624	24.45080627
625	24.43154911
626	24.41039275
627	24.38551679
628	24.36704205
629	24.34448349
630	24.31501398
631	24.2954119
632	24.2807986
633	24.25494371
634	24.23613538
635	24.21915899
636	24.20029715
637	24.18444114
638	24.16248024
639	24.1510315
640	24.1175222
641	24.1010123
642	24.07945307
643	24.06609566
644	24.04800716
645	24.03444073
646	24.01754795
647	24.00460878
648	23.98640835
649	23.96971155
650	23.94364288
651	23.91345596
652	23.8828025
653	23.86518514
654	23.83885301
655	23.8187127
656	23.79720375
657	23.7706744
658	23.75289182
659	23.73007973
660	23.70904998
661	23.68384638
662	23.66087324
663	23.63479254
664	23.61042134
665	23.5834867
666	23.5593634
667	23.53624596
668	23.51902417
669	23.50301582
670	23.48656023
671	23.46167537
672	23.43177934
673	23.41384109
674	23.39700476
675	23.37996907
676	23.34965914
677	23.31927694
678	23.30424835
679	23.26388759
680	23.23930259
681	23.22530918
682	23.19641747
683	23.16514537
684	23.14939417
685	23.13080063
686	23.10656686
687	23.08738277
688	23.06237936
689	23.04063251
690	23.01964746
691	22.98383089
692	22.96513544
693	22.94760999
694	22.92159935
695	22.90305397
696	22.87863057
697	22.85256947
698	22.8322337
699	22.81821395
700	22.78894769
701	22.77513059
702	22.75452901
703	22.73644343
704	22.71549771
705	22.69604135
706	22.66261807
707	22.64150863
708	22.6211726
709	22.58804761
710	22.56009124
711	22.53682853
712	22.51782659
713	22.50068777
714	22.47604803
715	22.46192066
716	22.44828751
717	22.43184179
718	22.4105724
719	22.39231653
720	22.36887333
721	22.3506219
722	22.32776596
723	22.31259632
724	22.29567495
725	22.28319923
726	22.25935214
727	22.2468288
728	22.21930428
729	22.2050515
730	22.19405319
731	22.17818431
732	22.16559578
733	22.14978772
734	22.13079577
735	22.11812868
736	22.1027662
737	22.0854887
738	22.05701522
739	22.03936226
740	22.02470053
741	22.01242944
742	21.98801215
743	21.96222331
744	21.93600901
745	21.90316188
746	21.87780597
747	21.85254388
748	21.83340167
749	21.81902864
750	21.80800682
751	21.7867233
752	21.76651001
753	21.74274983
754	21.72577552
755	21.70950718
756	21.69207017
757	21.677276
758	21.65835815
759	21.64319354
760	21.62926142
761	21.60806129
762	21.59612942
763	21.58206261
764	21.57082789
765	21.5584004
766	21.54139389
767	21.52478339
768	21.48998241
769	21.46614289
770	21.45667786
771	21.43909865
772	21.41796469
773	21.40052645
774	21.36655099
775	21.3433942
776	21.32354571
777	21.30595769
778	21.29182612
779	21.27590519
780	21.26027771
781	21.24069701
782	21.22302968
783	21.21019678
784	21.1994694
785	21.18194513
786	21.16595355
787	21.14001087
788	21.12180137
789	21.1027116
790	21.08653182
791	21.07123726
792	21.05308969
793	21.03401689
794	21.01864198
795	20.99473049
796	20.97636665
797	20.95745343
798	20.94302531
799	20.92509906
800	20.91348561
801	20.88753718
802	20.85515176
803	20.83023175
804	20.80563169
805	20.79567695
806	20.782752
807	20.76091668
808	20.73996296
809	20.71491002
810	20.69210906
811	20.67742804
812	20.66164349
813	20.64174374
814	20.62353906
815	20.59866867
816	20.57288848
817	20.55679091
818	20.54328446
819	20.52386857
820	20.5037002
821	20.49127357
822	20.47740205
823	20.46108489
824	20.44149245
825	20.4245375
826	20.4000312
827	20.38141825
828	20.35483077
829	20.33914347
830	20.32942088
831	20.32122124
832	20.30477833
833	20.29112494
834	20.28000347
835	20.2562372
836	20.23720472
837	20.22309259
838	20.21085211
839	20.19044098
840	20.17543927
841	20.15864504
842	20.14474119
843	20.12855407
844	20.09533003
845	20.08453054
846	20.06766973
847	20.05159638
848	20.03531589
849	20.01436027
850	20.00492497
851	19.98147737
852	19.96379073
853	19.94682567
854	19.93780124
855	19.92178698
856	19.90468388
857	19.88078551
858	19.86138081
859	19.84189548
860	19.83046461
861	19.81240566
862	19.79727998
863	19.78490972
864	19.77337853
865	19.75961664
866	19.7398904
867	19.72555569
868	19.70740448
869	19.69114501
870	19.67380321
871	19.66107673
872	19.63917675
873	19.62394753
874	19.59411245
875	19.58166725
876	19.56694147
877	19.55551534
878	19.53975571
879	19.52066521
880	19.50898467
881	19.49448581
882	19.47786493
883	19.46595499
884	19.45285574
885	19.436782
886	19.42623016
887	19.41287603
888	19.39797225
889	19.37810836
890	19.36347021
891	19.35086149
892	19.33513262
893	19.31816987
894	19.30523389
895	19.29559341
896	19.28367875
897	19.27205562
898	19.25885827
899	19.25162131
900	19.23683233
901	19.22784759
902	19.2152558
903	19.19948741
904	19.18676191
905	19.17601708
906	19.15488226
907	19.13401275
908	19.11972964
909	19.1101859
910	19.09334015
911	19.08217908
912	19.06045097
913	19.03836962
914	19.02274107
915	19.00894147
916	18.99624806
917	18.98396906
918	18.96686041
919	18.95668603
920	18.9378537
921	18.91912057
922	18.9016206
923	18.89020266
924	18.87754677
925	18.86302206
926	18.84965154
927	18.83464252
928	18.8159555
929	18.7976774
930	18.78282508
931	18.76826789
932	18.7554516
933	18.73974951
934	18.72621045
935	18.70328485
936	18.68985707
937	18.67628732
938	18.66051728
939	18.64990038
940	18.63606982
941	18.62326604
942	18.60796137
943	18.59214505
944	18.57696998
945	18.56325506
946	18.55617593
947	18.54371268
948	18.53628286
949	18.5261154
950	18.50574312
951	18.49151974
952	18.48181757
953	18.46511795
954	18.45061623
955	18.43526045
956	18.41843456
957	18.39811084
958	18.37906216
959	18.36358307
960	18.34819192
961	18.33387186
962	18.32034426
963	18.30851629
964	18.29174297
965	18.28108669
966	18.27208366
967	18.26118979
968	18.2491966
969	18.23669294
970	18.21072705
971	18.20121424
972	18.18652308
973	18.17120425
974	18.15973315
975	18.13506332
976	18.12344073
977	18.11318457
978	18.09017115
979	18.07264189
980	18.0597004
981	18.04501478
982	18.02737936
983	18.0176088
984	18.00726088
985	17.99671423
986	17.98311073
987	17.97180045
988	17.95691729
989	17.94464517
990	17.93965043
991	17.92350895
992	17.91393405
993	17.89955261
994	17.88916738
995	17.87315868
996	17.86212006
997	17.84434026
998	17.82316824
999	17.80951746
